Серія	Дата заказа	Планована дата виготовлення	Заготовка готово	Час заготовка	Зварка готово	Час зварка	Фарбування готово	Час фарба	МДФГотово	Час МДФ	Зборка готово	Час зборка	Упаковка готово	Час упаковка	Тип	Модель	Розмір	Кількість створок
42600077	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600079	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600082	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600085	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600060	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600062	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600066	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600071	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600072	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600073	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600046	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600125	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600129	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600130	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600131	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600133	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600173	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600175	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600161	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600162	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600163	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600165	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600166	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600167	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600149	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600152	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600154	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600157	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600158	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600159	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600138	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600143	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600145	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600146	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600147	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600148	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600128	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600132	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600134	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600135	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600136	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600137	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600176	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600177	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600178	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600179	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600126	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600127	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600168	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600169	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600170	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600171	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600172	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600174	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600151	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600153	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600155	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600156	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600160	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600164	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600139	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600140	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600141	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600142	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600144	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600150	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600185	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600186	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600187	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600191	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600192	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600193	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600246	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600242	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600243	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600238	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600239	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600240	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600241	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600244	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600245	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600229	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600230	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600231	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600232	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600233	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600237	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері норма	рис+чорна вст	2040*860	1
42600221	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600222	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600223	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600225	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600226	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600227	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600214	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600216	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600217	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600218	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600219	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600220	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600199	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600203	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600207	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600208	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600211	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600212	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600182	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600188	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600189	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600190	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600196	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600197	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600215	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600224	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600228	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600234	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600235	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600236	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600204	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600205	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600206	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600209	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600210	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600213	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600194	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600195	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600198	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600200	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600201	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600202	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600253	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600254	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600255	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600259	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
